V1,V2
0,旅行社未向临时聘用导游支付导游服务费用导游垫付导游收取费用
0,银行金融机构税收征管法从事生产经营纳税人账户登录税务登记证件号码按规定税务登记证件登录从事生产经营纳税人账户账号
1,卢沟桥南里卢沟桥南里地棚改安置房及公共配套设施项目地块工程施工过程劳务分包安徽省和县建筑安装劳务合同约定钢筋工配备保护足趾安全鞋符合建筑施工作业劳动防护用品配备标准第条劳务分包施工单位未向作业人员提供安全防护用具安全防护服装
0,医疗机构用血提供虚假用血证明
0,销售检测经检测符合本省燃气适配性燃气器具
0,危险化学品生产企业按规定建立危险化学品台账环境管理信息档案企业环境风险自查保存自查记录
0,弄虚作假骗取护照
0,协助组织运送偷越国边境
1,施工线东延工程标环球影城站工程轨道交通评估项目部检查环球影城站车站轴附近南侧墙弧形段顶板盘扣式模架问题整改现场仍问题处模板下槽钢模架顶托连接居中专项方案不符违反建设工程施工现场安全防护场容卫生消防保卫标准第条不符严格建筑业安全作业标准施工事故隐患
0,生产销售假药
1,点分点分住房城乡建设执法人员亮明执法身份后金中都南路骆驼湾西路长城国富置业建设银建建设工程管理监理中铁建设施工承包深圳市奇信建设集团股份装饰装修工程专业分包办公商业楼长城金融工程项目简称工程执法检查检查工程工程层轴厨房吊顶安装吊顶铝扣板约吊顶龙骨安装隐蔽工程监理验收深圳市奇信建设集团股份涉嫌违反建设工程质量第四十四条第二款问题立案
0,销售没有再利用产品标识再利用电器电子产品销售没有再制造翻新产品标识再制造翻新产品
0,许可人以欺骗贿赂正当手段食品经营许可
1,住房城乡建设大兴新机场高速公路地下综合管廊南四环新机场工程一期土建施工施工承包单位铁一局隐蔽工程监理验收下工序施工调查取证
1,中承华宇建设承包施工三元嘉业房地产开发建设磐石建设监理监理上庄镇沙阳路住宅楼点分点分住房城乡建设执法人员专项执法检查时该工程施工现场安全问题
1,轨道交通机场线一期工程段违反规定零散民工廖玉成杜仕坤
0,对持伪造涂改无效旅行证件冒用证件出境入境
0,注册建造师未办理变更注册继续执业
0,隐匿转移变卖损毁查封扣押物品
1,南磨房乡南磨房乡石门定向安置房项目南住宅楼及南配住宅楼施工过程问题施工现场一级配电箱漏电保护器采用可调式漏电保护器符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
1,施工门头沟永定镇住宅楼永定镇地块二类居住用地门头沟线区域组团地块北部二期用地项目基坑支护分包施工单位北京航天地基工程施工现场问题工程正在结构施工基坑尚未回填基坑最大开挖深度米基坑支护分包施工单位北京航天地基工程基坑监测只持续符合建筑基坑工程监测技术规范第条基坑支护分包施工单位北京航天地基工程严格建筑业安全作业标准施工事故隐患
1,现场检查和中防恒立设备安装工程代理人徐永春询问调取资料查明普通商品房住宅楼丰台桥南王庄子居住项目丰台桥南王庄子建设丰南嘉业房地产开发监理中集协工程管理承包施工单位江苏省苏中建设集团股份普通商品房住宅楼丰台桥南王庄子居住项目通风工程专业分包施工单位中防恒立设备安装工程工程合同价款元地下车库地下二层非人防通风排风系统风管系统安装分项工程合同价款元地下车库建筑面积平方米下层上层开工建设通风工程分包施工现场检查正在装修施工地下车库通风工程分包施工单位直接负责主管人员徐永春没有直接责任人员地下车库地下二层非人防通风风管安装通风工程专业分包自检验收形成检验批验收记录未报监理验收地下车库地下二层西北角位置排风机房墙体需要封闭防火墙体从中穿出非人防排风风管穿越排风机房墙体时未设置预埋防护套管符合通风空调工程施工质量验收规范第条强制性风管穿过需要封闭防火防爆墙体楼板必须设置厚度小于钢制防护套管认定中防恒立设备安装工程施工过程中有施工技术标准施工违法事实清楚证据确实充分违法事实予以认可
0,医疗机构执业许可证从事医疗活动
0,生产进口销售符合强制性能源效率标准产品设备情节严重
1,问题后中联勘工程技术本案所述质量问题整改递交整改报告施工承包单位监理建设整改情况复查整改报告签字确认相关问题整改本案施工单位违法行为没有质量事故
0,医疗机构违反规定医疗广告
0,无证无照证照不符超范围经营
1,施工号线工程土建施工合同段十里河站工程施工竖井下层导洞向东米处电焊工高建中底纵梁钢筋焊接动火作业前未作业点处存放挤塑板清理执法人员现场点燃试验查明挤塑板可燃物挤塑板移走施工单位动火作业前未挤塑板清理违反建筑工程施工现场安全防护场容卫生消防保卫标准第条强制性严格建筑业安全作业标准施工事故隐患情节严重会火灾隐患引发火灾中铁工程局对此予以承认认为现场作业人员责任心强挤塑板现场点燃试验厂家提供型检报告报告显示挤塑板为级难燃性建筑材料中铁工程局现场人员依据挤塑板型检报告错误判断燃烧性能主观故意
1,金穗路号院楼航城广场二层九层加层改造工程建设长泰建设施工工程建筑工程施工许可证情况下于违法开工建设建筑面积平方米工程合同价款为元检查主体完工尚未竣工验收
1,亚林西地区亚林西居住区公共租赁住房项目工程施工过程施工现场基坑侧壁安全等级一级现场检查正在地下二层顶板结构施工地下工程基坑支护施工单位派力工程基坑支护水平位移实施监测符合建筑基坑工程监测技术规范第条施工单位严格建筑业安全作业标准施工事故隐患
1,用于生产预拌混凝土生产预拌混凝土强度等级供应工程部位住宅楼顺义新城街区地块二类居住用地公共设施用地项目轴楼地下一层墙柱梁楼梯建亚泰金砼混凝土泰建翔检测科技住宅楼顺义新城街区地块二类居住用地公共设施用地项目项目回弹法检测混凝土抗压强度试验报告结论显示抽构件混凝土现龄期抗压强度推定值满足设计直接负责主管人员王占山没有直接责任人
1,翔实装饰工程已经违反中华人民共和国行政许可法第三十一条建筑业企业资质管理第三条提供虚假申请建筑业企业资质翔实装饰工程受委托人仲崇明以上事实予以承认无陈述申辩意见事先告知书期限届满本案无从重从轻情节依据住房城乡建设系统行政处罚裁量基准京建法第条不予受理不予行政许可给予警告行政许可申请直接关系公共安全人身健康生命财产安全事项申请人一年内不得再次申请行政许可裁量幅度
1,住房城乡建设新机场工作区工程市政工程道桥管网工程标段界范围施工检查和北京东方雨虹防水工程代理人袁自力袁自力本人询问北京建工集团代理人陈彤询问希达建设监理代理人郭长福询问赵志慧询问调取资料现已查明北京东方雨虹防水工程新机场工作区工程市政工程道桥管网工程标段界范围防水工程专业分包质检员工程直接责任人员工程主管廊地下工程根据地下防水工程质量验收规范第条第款地下防水工程应对防水层基层作好隐蔽工程验收记录工程主管廊第舱顶板防水层基层应隐蔽工程验收管理上疏漏主管廊第舱顶板防水层基层监理验收下工序顶板防水卷材铺贴施工防水层基层隐蔽工程施工单位隐蔽工程监理验收下工序施工质量事故
0,计量行政部门授权擅自对外检定测试
1,顺义新城街区住宅楼商品房仁和镇地块二类居住用地配建限价商品住房项目防水分包工程施工过程楼东侧防水施工时未设置严禁烟火警示标志符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位施工现场危险部位设置明显安全警示标志
1,住房城乡建设永强建筑施工实验厂房智能特超高压直流输电设备关键部件研发中心项目工程专项执法检查工程施工永强建筑严格建筑业安全作业标准施工事故隐患立案调查现场检查和永强建筑代理人王庆东询问调取资料查明工程张镇金欣致达投资建设永强建筑施工顺金盛建设工程监理监理现场检查时该工程正在主体结构施工永强建筑施工过程问题实验厂房作业面振捣器由分配电箱直接控制未设专用开关箱符合施工现场临时用电安全技术规范第条实验厂房南侧东侧脚手架部分主节点处横向水平杆拆除符合建设工程施工现场安全防护场容卫生消防保卫标准第条配电室建筑物木质搭设耐火等级为级符合施工现场临时用电安全技术规范第条第款永强建筑以上严格建筑业安全作业标准施工事故隐患违法行为情节严重违法事实清楚证据确实充分以上事实予以承认永强建筑积极整改问题安全事故
0,疾病预防控制机构医疗机构执行国家有关导致输入血液血液制品引起血液传播疾病
1,号线工程土建施工标合同段违反规定二名零散民工王春光钟岩
1,住房城乡建设新机场工作区工程市政工程道桥管网工程标段界范围施工检查和北京东方雨虹防水工程代理人袁自力袁自力本人询问北京建工集团代理人陈彤询问希达建设监理代理人郭长福询问赵志慧询问调取资料现已查明北京东方雨虹防水工程新机场工作区工程市政工程道桥管网工程标段界范围防水工程专业分包项目经理工程直接负责主管人员工程主管廊地下工程根据地下防水工程质量验收规范第条第款地下防水工程应对防水层基层作好隐蔽工程验收记录工程主管廊第舱顶板防水层基层应隐蔽工程验收管理上疏漏主管廊第舱顶板防水层基层监理验收下工序顶板防水卷材铺贴施工防水层基层隐蔽工程施工单位隐蔽工程监理验收下工序施工质量事故
1,顺义新城街区教学楼北京工业大学耿丹学院教学楼建设工程项目幕墙分包工程施工过程七层北侧玻璃靠墙放置符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
1,住房城乡建设昌平区北清路中关村生命医疗园国家人类遗传资源中心科研楼国家人类遗传资源中心实验室工艺工程专项执法检查经本机关立案调查查明违法事实电气竖井内工艺插座系统配电柜接地母线主接地网可靠连接预留接地线符合电气装置安装工程盘柜二次回路接线施工验收规范第条施工技术标准施工实验室工艺工程专业分包四川华西建筑装饰工程无进一步陈述申辩意见违法事实予以承认实验室工艺工程成套配电柜分项合同价款为元
1,天泰置房地产经纪没有委托人书面同意情况下贝壳找房网站擅自对外一条合租新安里室厅出租房源信息
0,批准擅自修复复制拓印拍摄馆藏珍贵文物
1,施工大唐国际高井燃气热电联产工程工程现场检查现场东侧局部区域临时消防栓干外露采取防冻措施符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
1,住房城乡建设百子湾保障房项目公租房地块二标段工程建筑起重机械安全专项执法检查六建代理人李毅询问调取资料查明百子湾保障房项目公租房地块二标段工程百子湾地区建设保障性住房建设投资中心监理英诺威建设工程管理承包施工单位北京建工集团百子湾保障房项目公租房地块二标段工程剪力墙结构现场检查正在主体结构施工六建登记为京塔式起重机出租现场建筑起重机械安全专项执法检查时该工程登记为京塔式起重机建筑起重机械安全技术档案中无年月份定期自行检查记录现场负责人李毅确认按规定建立建筑起重机械安全技术档案建筑起重机械安全监督管理京建施第五条第五项每月至少起重机械完好状况一次全面检查确保起重机械状况完好填写起重机械定期检查记录不符建筑起重机械安全监督管理中华人民共和国建设部令第号第九条第二款第二项建筑起重机械安全技术档案应包括定期自行检查记录不符建立建筑起重机械安全技术档案以上违法行为会施工升降机安全状况可控人身伤害财产损失认定六建建立起重机械安全技术档案违反建筑起重机械安全监督管理第二十八条第三项违法事实清楚证据确实充分违法事实予以认可
1,立案调查德勤建筑装饰工程代理人刘立齐询问调取资料查明工程外立面保温专业分包合同额为元注册建造师执业工程规模标准大型工程项目吕关虎二级注册建造师二级注册建造师只能担任中小型工程项目负责人德勤建筑装饰工程授权二级建造师吕关虎该项目的项目负责人以上违反建设工程质量第二十一条施工单位具备相应专业技术资格注册执业资格人员本案无从轻从重情节工程直接负责主管人员项目经理吕关虎无直接责任人员德勤建筑装饰工程直接负责主管人员法定期限内未提出听证
0,特种设备事故立即组织抢救事故调查期间擅离职守逃匿特种设备事故迟报谎报瞒报
0,食品食品添加剂标签说明书瑕疵
1,住房城乡建设天辰东路国家游泳中心南广场地下冰场建设项目雨棚施工现场专项执法检查工程基坑支护专业分包施工单位启力岩土工程严格建筑业安全作业标准施工事故隐患立案调查现场检查和启力岩土工程代理人王福政询问调取资料查明工程国有资产经营建设建筑一局承包施工诺士诚国际工程项目管理监理基坑支护专业分包施工单位启力岩土工程国家游泳中心南广场地下冰场建设项目雨棚项于开工建设建筑面积平方米现场检查正在护坡桩施工工程基坑支护专业分包施工单位施工过程问题施工现场临时用电工程采用专用电力系统接零保护系统施工现场北侧桩机照明灯具民用多孔插座连接采用逐级漏电保护系统符合建设工程施工现场安全防护场容卫生消防保卫标准第条第项临时用电工程电源中性点直接接地低压电力系统必须符合采用三级配电系统采用接零保护系统采用逐级漏电保护系统施工现场北侧桩机上卷扬机钢丝绳互相错叠挤压断丝情况符合施工现场机械设备检查技术规范第条第款整机应符合下列钢丝绳应符合规范第条钢丝绳应符合下列钢丝绳不得扭结压扁弯折断股断丝断芯笼状畸变变形认定施工单位启力岩土工程严格建筑业安全作业标准施工事故隐患情节严重违法事实清楚证据确实充分以上事实予以承认积极整改问题
1,住房城乡建设新机场工作区工程市政交通道桥管网工程标段基坑支护工程资料核查筑基兴业建设工程注册建造师戴志国涉嫌超出执业范围从事执业活动住房城乡建设立案开展调查取证
0,协助非法出境入境
0,经纪人开展经济活动委托人隐瞒委托人重要事项伪造涂改交易文件凭证利用虚假信息诱人签订合同骗取中介费诋毁经纪人支付介绍费正当手段承揽业务
0,擅自进入铁路防护网违法铁路线上行走坐卧抢越铁路
0,燃气用户相关设立售后服务站点配备考核合格燃气燃烧器具安装维修人员
0,食品生产食品销售
0,医疗器械生产经营企业提供维护维修服务提供维护维修必需信息
0,伪造林木良种合格证良种壮苗合格证
1,安全作业规程施工导致架体失稳高坠人员伤亡安全事故隐患
1,号线三期合同段违反规定两名零散民工
1,住房城乡建设北京建工集团施工新机场南航基地第一标段机务维修设施项目现场检查批准立案调查北京建工集团代理人李兴询问调取资料查明新机场南航基地第一标段机务维修设施项目榆垡镇礼贤镇河北省廊坊市广阳区之间建设南方航空股份监理双圆工程咨询监理施工承包单位北京建工集团工程建筑面积平方米现场检查正在主体结构施工工程登记为京塔式起重机用于主体结构施工现场检查时该工程登记为京塔式起重机作业司机兰瑞无特种作业操作资格证书塔式起重机施工起重机械运行记录显示兰瑞月均塔式起重机司机从事特种作业操作调查项目安全总监李兴确认未审核作业司机兰瑞特种作业操作资格证书认定北京建工集团未审核特种作业人员特种作业操作资格证书违法事实清楚证据确实充分违法事实予以认可
1,五环国际工程管理监理崇文新世界房地产发展建设建亚泰建设承包施工东城区崇外号西南角商业办公项崇外大街五号西南角商业金融项目新景商务楼点分点分住房城乡建设执法人员专项执法检查时该工程施工现场安全问题
1,住房城乡建设施工石景山区石景山路京燕饭店业务综合楼铁建电气化局京燕饭店业务综合楼工程日常巡查经本机关立案调查查明中铁建设京燕饭店业务综合楼铁建电气化局京燕饭店业务综合楼工程专业工长违法事实现场检查时该工程正在座区八层轴钢筋混凝土墙体模板安装施工施工单位提供隐蔽工程验收记录隐检部位座区八层墙柱轴线隐检隐检项目钢筋绑扎隐检范围座区八层轴墙体墙柱独立柱钢筋工程隐蔽验收包括段墙体墙柱根独立柱检查结论同意隐蔽该份记录签字栏由监理中建工程顾问专业工程师刘建雄签字确认监理中建工程顾问总监代表韩永俊现场确认上午时分监理总监代表韩永俊仅座区八层轴墙体墙柱钢筋隐蔽验收座区八层轴范围内根独立柱钢筋隐蔽验收部位包含施工单位提供隐蔽工程验收记录中应隐检范围内现场检查时应隐检工作尚未全部形成隐蔽工程验收记录监理中建工程顾问证明监理监理工程师刘建雄已于办理完离职手续监理解除劳动关系没有参与工程座区八层轴隐蔽验收没有资料隐蔽工程验收记录上签字该份隐蔽工程验收记录上刘建雄签名系伪造现场询问该份隐蔽工程验收记录专业工长签字栏签字人潘黎臣潘黎臣承认该份隐蔽工程验收记录应付检查伪造专业技术负责人签字栏专业质检员签字栏监理建设专业工程师签字栏人员
1,街区限价商品住宅楼顺义仁和镇地块二类居住用地限价商品住房项目工程施工过程劳务分包振邺建筑工程合同约定钢筋工配备保护足趾安全鞋符合建筑施工作业劳动防护用品配备标准第条劳务分包施工单位未向作业人员提供安全防护用具安全防护服装
1,住房城乡建设现场检查宏福建工项目经理杨金辉在场
1,北京东方雨虹防水工程施工承包单位建筑第八工程局防水工程专业分包施工新机场工作区工程市政工程道桥管网工程标段界范围主干三路综合管廊防水工程工程开工建设现场检查正在管廊外墙防水施工针对违法事实施工承包单位履行相应管理责任违法事实予以承认
0,二级含以上焰火晚会烟花爆竹燃放许可
1,住房城乡建设中外建华诚城市建设施工办公楼锂离子电池研发生产项目专项执法检查施工单位中外建华诚城市建设严格建筑业安全作业标准施工事故隐患立案调查现场检查和中外建华诚城市建设代理人姚景成询问调取资料查明工程顺义新城街区国舜新建设中外建华诚城市建设施工顺金盛建设工程监理监理现场检查时该工程正在主体结构施工中外建华诚城市建设施工过程问题配电室内照明灯具由配电柜直接控制仅采用一级漏电保护系统符合施工现场临时用电安全技术规范第条第款厂房北侧外脚手架作业层脚手板铺满铺稳铺实符合建设工程施工现场安全防护场容卫生消防保卫标准第条办公楼北侧人行道坡度符合建设工程施工现场安全防护场容卫生消防保卫标准第条中外建华诚城市建设以上严格建筑业安全作业标准施工事故隐患违法行为情节严重违法事实清楚证据确实充分以上事实予以承认中外建华诚城市建设积极整改问题安全事故
1,住房城乡建设年月日时分时分新机场工作区工程市政工程道桥管网工程标段界范围执法检查年月日时分时分代理人李浩询问调取资料现已查明北京东方雨虹防水工程新机场工作区工程市政工程道桥管网工程标段界范围项目经理工程直接负责主管人员北京东方雨虹防水工程工程主干三路线综合管廊进风井外墙防水施工过程中未阳角留置防水卷材附加层施工过程中有工程设计图纸施工
0,起重机械变更原变更后内原登记部门办理登记注销
1,住房城乡建设美联房地产经纪安居客网站房源信息核查美联房地产经纪委托人书面同意安居客网站擅自对外内容捡漏万科大都会万平送平飘窗二套首付成万室厅平所属小区万科大都会出售房源信息
1,依据混凝土结构工程施工质量验收规范第条混凝土强度等级必须符合设计用于检验混凝土强度试件应浇筑地点随机抽取组混凝土试件抗压强度试验制作混凝土试件符合混凝土结构工程施工质量验收规范第条混凝土试件试压得到检测数据具有真实性均伪造检测数据出具组混凝土试件抗压强度试验检测报告中均伪造检测数据虚假检测报告
1,住宅自持旧宫镇地块二类居住用地项目工程现场检查和天建设代理人唐建忠询问调取资料查明工程旧宫镇建设信金泰房地产开发监理大正建设监理施工单位中天建设广州富利建筑安装工程项目投标联合体联合体协议补充说明证明天建设负责基础主体结构工程施工施工过程出现安全问题均中天建设全权负责目前工程处于基础施工阶段施工单位天建设施工问题地下车库东侧地下二层顶板模板支架固定临边防护脚手架架体上符合建筑施工扣件式钢管脚手架安全技术规范第条不得模板支架缆风绳泵送混凝土砂浆输送管固定架体上强制性住宅楼自持东侧西侧北侧脚手架作业面距墙间距最宽处达到符合建设工程施工现场安全防护场容卫生消防保卫标准第条距墙面间距不得住宅楼自持东侧脚手架墙件竖向间距米横向间距米符合建设工程施工现场安全防护场容卫生消防保卫标准第条墙件垂直间距应建筑物层高应水平距离应住宅楼自持东侧西侧脚手架作业面未满铺符合建设工程施工现场安全防护场容卫生消防保卫标准第条作业层脚手板应铺满铺稳铺实认定天建设严格建筑业安全作业标准施工事故隐患情节严重违法事实清楚证据确实充分违法事实予以认可
0,甲类乙类传染病病人病原携带者疑似传染病病人污染场所物品卫生防疫机构实施必要卫生
0,违反规定设置排污口私设暗管同意江河湖泊新建改建扩建排污口
0,医用氧舱设计同意改换受压元件按规定制造医用氧舱交收检验按规定提供相应资料
0,用人单位逾期童工送交父母监护人
0,生产许可证企业按规定产品包装说明书上标注生产许可证标志责令限期改正逾期改正
1,成立注册地址昌平区龙锦三街层承租人王某签订房屋出租委托合同合同约定承租人王某对外出租房屋出租期限房屋租金人民币元月从事房屋租赁经纪业务至今机构从业人员基本情况信息报送所在区县建设房屋行政部门
0,城市饮用水水源保护区利用渗坑渗井裂隙溶洞排放污水废弃物利用储水层孔隙裂隙溶洞废弃矿坑储存油类放射性物质有毒有害化学物品
1,本案图纸施工施工过程质量管理疏忽大意验收环节草率明显工程质量问题现场检查笔录显示部位所有中板预埋钢筋均设置弯钩违法行为情节较为恶劣问题后整改态度比较积极主动采取措施改正违法行为情节不足以从轻
1,施工石景山区石河村东路北区三号路疗养院南侧路道路工程石景山区石河村东路北区三号路疗养院南侧路道路工程雨水工程工程刚性雨水管道沟槽回填土土壤压实度试验每层仅做点违反排水管渠工程施工质量检验标准第条表施工单位施工技术标准施工
0,生产经营劣种子
0,销售国家明令淘汰停止销售产品
1,住房城乡建设施工延庆区李四官庄世界园艺博览会场馆国际馆地基基础工程日常巡查经本机关立案调查查明违法事实地基基础工程抗拔桩浇筑混凝土建筑地基基础工程施工质量验收规范第条灌注桩桩位偏差必须符合表桩顶标高至少设计标高高出桩底清孔质量不同成桩工艺不同应本章各节执行浇注必须有组试件小于桩根桩必须有组试件部位应留置组混凝土试件现场仅留置组混凝土试件地基基础工程抗拔桩浇筑混凝土建筑地基基础工程施工质量验收规范第条灌注桩桩位偏差必须符合表桩顶标高至少设计标高高出桩底清孔质量不同成桩工艺不同应本章各节执行浇注必须有组试件小于桩根桩必须有组试件部位应留置组混凝土试件现场仅留置组混凝土试件违反建筑地基基础工程施工质量验收规范第条施工单位商品混凝土检验
1,紫梧桐资产管理没有委托人书面同意情况下安居客租房网站擅自对外一条马家堡西路号院蛋壳公寓直租智能门锁北欧风精装出租房源信息
1,号线工程土建施工合同段违反规定一名零散民工
0,机动车驾驶许可
0,涂改倒卖出租出借形式非法转让执业资格证书互认资格证书注册证书执业印章
1,施工西红门镇科研楼京粮粮油食品产业研发基地京粮科研大厦项目施工现场问题施工现场西北角结构施工脚手架搭设基坑支护结构上符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工现场北侧作业面脚手架防护高度低于米符合建设工程施工现场安全防护场容卫生消防保卫标准第条地下二层顶板高支模超限区模板支撑与非超限区未连接做法高大模架安全专项施工方案不符符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
0,社会公正计量行站计量认证合格证书社会公正计量行站名义社会提供计量检测数据
0,放映演出渲染暴力色情赌博恐怖活动危害未成年人身心健康节目
1,生物医药产业基地瀚仁堂医药建设京都千兴建设监理监理河北建设集团股份施工齿骨生成车间瀚仁堂生物医用生产基地建设项目日常检查及经批准立案调查宏润金泽消防设施安装工程代理人吴治文询问调取资料查明工程生产车间自动喷水灭火系统安装现场检查消防工程分包宏润金泽消防设施安装工程不能提供生产车间自动喷水灭火系统安装喷头现场检验记录生产车间自动喷水灭火系统安装喷头现场检验符合自动喷水灭火系统施工验收规范第条喷头现场检验工程生产车间自动喷水灭火系统安装现场检查消防工程分包宏润金泽消防设施安装工程不能提供生产车间自动喷水灭火系统试压冲洗记录生产车间自动喷水灭火系统试压冲洗喷头安装符合自动喷水灭火系统施工验收规范第条喷头安装应系统试压冲洗合格后工程自动喷水灭火系统包含工程消防工程合同中该消防工程合同价款为元宏润金泽消防设施安装工程直接负责主管人员吴治文无直接责任人员宏润金泽消防设施安装工程施工技术标准施工违法事实清楚证据确实充分违法事实予以认可
0,公共场所经营者安排获得有效健康合格证明从业人员从事直接顾客服务工作
1,世界月季洲际大会配套安置房项目地块工程违反规定名零散民工
1,建长城建筑装饰工程新机场口岸非现场设施项目海关国检综合办公楼及国检口岸疾控中心砌筑装饰装修工程违反规定两名零散民工张增录古玲华
0,桥涵上架设压力公斤平方厘米以上煤气管道千伏以上高压电线易燃易爆管线
1,下车库区花乡樊家村危改二类居住机构养老设施医疗卫生托幼中学用地配建公共租赁住房项目工程建筑起重机械安全专项执法检查批准立案调查攀腾伟业建筑机械设备租赁代理人潘海民询问调取资料查明下车库区花乡樊家村危改二类居住机构养老设施医疗卫生托幼中学用地配建公共租赁住房项目工程花乡樊家村建设唯逸房地产开发监理城建建设监理承包施工单位中建三局现场检查时地下车库区花乡樊家村危改二类居住机构养老设施医疗卫生托幼中学用地配建公共租赁住房项目工程正在主体结构施工攀腾伟业建筑机械设备租赁登记为京塔式起重机建筑起重机械出租现场检查时该工程登记为京塔式起重机建筑起重机械安全技术档案中无年月份定期自行检查记录建筑起重机械安全监督管理京建施第五条第五项攀腾伟业建筑机械设备租赁每月至少起重机械完好状况一次全面检查确保起重机械状况完好填写起重机械定期检查记录不符建筑起重机械安全监督管理中华人民共和国建设部令第号第九条第二款第二项建筑起重机械安全技术档案应包括定期自行检验记录不符调查确认按规定建立建筑起重机械安全技术档案出租攀腾伟业建筑机械设备租赁按规定建立建筑起重机械安全技术档案违反建筑起重机械安全监督管理中华人民共和国建设部令第号第二十八条
1,施工黄村镇全民健身中心大兴新城北区全民健身中心建设工程劳务分包施工单位阔扬科技进场施工人员人现场配置专职安全员符合建筑施工企业安全生产管理机构设置专职安全生产管理人员配备办法第十四条第二项阔扬科技配备专职安全生产管理人员
0,棉花交易市场具备基本
0,无烟草专卖零售许可证经营烟草制品零售业务
0,传染病病人病原携带者故意传播传染病感染
1,张郭庄甲住宅楼南车二七车辆厂张郭庄地区职工住宅项目一期施工过程消防分包施工单位中安消防安全工程配备专职安全生产管理人员施工单位配备专职安全生产管理人员
1,兴远房地产土地评估黄村镇明春苑某某房屋重置成新价值评估业务中未由名专职注册房地产估价师项目评估报告上签字加盖房地产估价机构公章估价报告兴远税估字第号
0,森林公园影视拍摄大型文艺演出活动结束后承办者拆除临时搭建设施清理现场恢复原状
1,住房城乡建设新机场高速公路地下综合管廊南四环新机场工程一期土建施工承包单位中铁十二局施工过程中有商品混凝土检验调查取证
0,公共绿化范围内借用树木支撑物固定物树木上悬挂物体
1,工程机电工程专业分包信邦建设工程施工图设计文件施工违反建设工程质量第十一条
0,拍卖活动委托人参与竞买代为竞买
1,认定违反危险性较大分部分工程安全管理第十八条违法事实清楚证据确实充分
0,无业人员个体行医人员非法胎儿性别鉴定
1,密云区溪翁庄镇密溪路西侧观唐云鼎住宅楼项观唐云鼎项目工程施工过程劳务分包鸿鹄天宇建筑工程合同约定施工人员配备保护足趾安全鞋符合建筑施工作业劳动防护用品配备标准第条劳务分包施工单位未向作业人员提供安全防护用具安全防护服装
1,现场检查工程楼北侧搭设落地式双排扣件式钢管脚手架搭设高度米落地式双排扣件式钢管脚手架下方设置纵向扫地杆距钢管底端符合建筑施工扣件式钢管脚手架安全技术规范第条
1,住房城乡建设苹果园刘娘府住宅楼石景山区刘娘府地块刘娘府综合改造项目地块一期二类居住商业金融用地项目住宅楼住宅楼住宅楼住宅楼住宅楼住宅楼专项执法检查工程幕墙专业分包施工单位三捷建筑装饰工程严格建筑业安全作业标准施工事故隐患立案调查现场检查和三捷建筑装饰工程代理人李维东询问调取资料查明工程远奥置业建设远洋国际建设承包施工方圆工程监理监理幕墙专业分包施工单位三捷建筑装饰工程住宅楼石景山区刘娘府地块刘娘府综合改造项目地块一期二类居住商业金融用地项目住宅楼住宅楼住宅楼住宅楼住宅楼住宅楼开工建设建筑面积平方米现场检查正在装修施工工程幕墙专业分包施工单位施工过程事故隐患住宅楼一层开关箱配电线路地面明设符合施工现场临时用电安全技术规范第条电缆线路应采用埋地架空敷设严禁地面明设应避免机械损伤介质腐蚀强制性住宅楼一层符合施工现场临时用电安全技术规范第条配电箱开关箱应有名称用途分路标记系统接线图认定施工单位三捷建筑装饰工程严格建筑业安全作业标准施工事故隐患情节严重违法事实清楚证据确实充分以上事实予以承认积极整改问题
1,顺义新城街区后沙峪镇生产厂房生产厂房项美驰低碳建筑科技产业园工程施工过程劳务分包德兴建筑安装合同约定钢筋工配备保护足趾安全鞋符合建筑施工作业劳动防护用品配备标准第条劳务分包施工单位未向作业人员提供安全防护用具安全防护服装
0,拒绝拖延工商行政管理部门责令缺陷商品采取停止销售警示措施
1,房兴业房地产经纪安居客网站对外内容稀有大房子俯瞰太古里全景国贸三里屯公寓户型为室厅卫面积平方米房屋租赁信息无法提供委托人签订房屋出租经纪服务合同相关资料房兴业房地产经纪委托人书面同意擅自对外房源信息
1,奥林匹克森林公园北区国家网球中心南侧国家速滑馆附属设施西侧地下停车库施工过程问题通道西侧外墙模板支撑操作架单板作业符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
0,第二类精神药品药品零售连锁企业批准
0,出版单位出版物印刷复制许可印刷复制出版物
0,违反规定购买麻醉药品精神药品
1,华信恒基房地产经纪没有委托人书面同意情况下贝壳找房网站擅自对外一条合租首开熙悦广场室厅跃层出租房源信息
0,医师执业活动医疗责任事故
0,网络商品经营者服务经营者履行义务
1,施工号线三期工程土建施工合同段木樨园桥北站公共区照明工程经查公共区照明配管采用金属吊架固定时未设置防晃支架问题违反建筑电气工程施工质量验收规范第条第款施工单位施工施工技术标准施工
