V1,V2
1,"北京市住房和城乡建设委员会对北京恒宇建筑工程有限公司施工的顺义区汽车城4-124地块其他类多功能用地项目转让（1#商业楼等7项）工程进行了专项执法检查，并于2018年7月13日对该工程施工单位北京恒宇建筑工程有限公司未严格按照建筑业安全作业标准进行施工，造成事故隐患的行为进行了立案调查。通过2018年7月12日的现场检查和2018年7月24日对当事人北京恒宇建筑工程有限公司的委托代理人李健进行询问，以及调取有关资料，查明该工程位于顺义区顺义新城第4街区，由北京花宇置业有限公司建设、北京恒宇建筑工程有限公司施工、北京市顺金盛建设工程监理有限责任公司监理。现场检查时该工程正在进行主体结构施工，北京恒宇建筑工程有限公司在施工过程中存在以下问题：1、总配电箱中漏电保护器的额定漏电动作时间小于0.1s，不符合《施工现场临时用电安全技术规范》（JGJ46-2005）第8.2.11条的规定；2、钢筋加工区，钢筋加工机械未搭设防雨、防砸操作棚，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.11.19条的规定；3、施工现场木料存放区未设置灭火器，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第4.3.11条的规定。北京恒宇建筑工程有限公司以上行为属于未严格按照建筑业安全作业标准进行施工，造成事故隐患的行为，违法行为情节严重，违法事实清楚，证据确实、充分，当事人对以上事实予以承认。北京恒宇建筑工程有限公司积极整改上述问题，未造成安全事故。
"
1,"混凝土强度检验属于见证取样检测机构资质的质量检测业务内容，混凝土强度检测结果是判定结构工程混凝土强度等级是否符合设计要求和混凝土结构工程质量控制的重要依据。你单位上述故意更换工程混凝土试件，使进行试验的混凝土试件不具有真实性和代表性，故意将检测结果不合格的情况隐瞒，使用不真实的检测数据出具了上述16组检测结果均为合格的虚假检测报告，涉及结构安全，导致工程建设、施工、监理及监管部门等相关方不能及时准确的判定混凝土结构工程质量，致使工程重大结构安全隐患不能被及时发现，涉及工程面广且主观故意，属于情节严重的情形。
"
0,对盗窃、毁坏排水井盖、井箅、阀门、管道的处罚
1,"2018年9月17日，北京市住房和城乡建设委员会对你单位北京信诚我家房地产经纪有限公司在58同城网站（http://bj.58.com）发布的房源信息进行核查时发现，你单位北京信诚我家房地产经纪有限公司未经委托人书面同意，擅自对外发布内容为“4号线生物医药基地天堂河东区南北通透三居室空房出租随时看房”的租赁房源信息。
"
0,对不能采用台阶式开采的小型露天采石场未采用自上而下分层顺序开采规定的处罚
0,对包庇走私、贩卖、运输、制造毒品的犯罪分子，以及为犯罪分子窝藏、转移、隐瞒毒品或者犯罪所得财物；在公安机关查处毒品违法犯罪活动时为违法犯罪行为人通风报信；阻碍依法进行毒品检查；隐藏、转移、变卖或者损毁司法机关、行政执法机关依法扣押、查封、冻结的涉及毒品违法犯罪活动的财物的处罚
1,"内乡宇达建设劳务有限公司在北京新机场东航基地项目一阶段工程第I标段（核心工作区）主体结构工程（A区）工程中，违反规定使用两名零散民工(谷少伟、阿国达姑)
"
0,对取得生产许可证的企业未依照规定定期向工业产品生产许可证主管部门提交报告经责令限期改正逾期未改正行为的处罚
1,"施工的位于门头沟永定镇的4#住宅楼等6项（门头沟区永定镇MC00-0017-6021、6022地块R2二类居住用地、A33基础教育用地（配建公共租赁住房）（门头沟S1线区域组团03地块北部一期用地）项目），6#住宅楼的主要出入口未设置安全警示标志，不符合《建设工程安全生产管理条例》第二十八条第一款的规定。施工单位中兴建设有限公司未在施工现场危险部位设置明显的安全警示标志
"
1,"我机关已书面告知红旗渠建设集团有限公司和马丽强享有陈述、申辩的权利，当事人在规定时间内无进一步陈述、申辩的意见。
"
1,"建筑施工企业不再具备安全生产条件
"
1,"通过2018年8月15日对位于大兴区生物医药产业基地的北京瀚仁堂医药有限公司建设，北京京都千兴建设监理有限公司监理，河北建设集团股份有限公司施工的1#齿骨生成车间等3项（北京瀚仁堂生物医用材料生产基地建设项目）进行的日常检查及经批准立案调查和2018年8月24日对当事人河北建设集团天辰建筑工程有限公司的委托代理人刘喜军的询问、以及调取有关资料查明：该工程防、排烟系统已安装完成，通风空调分包单位河北建设集团天辰建筑工程有限公司在风管穿过需要封闭的排烟竖井防火墙体、地下防火墙体处未设置防护套管，不符合《通风与空调工程施工质量验收规范》GB50243-2016第6.2.2条关于当风管穿过需要封闭的防火、防爆的墙体或楼板时，必须设置厚度不小于1.6mm的钢制防护套管的规定。该工程通风与空调工程合同价款为932244.00元。河北建设集团天辰建筑工程有限公司直接负责的主管人员为刘喜军，无其他直接责任人员。河北建设集团天辰建筑工程有限公司有不按照施工技术标准施工的行为，违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
0,对生产经营假种子的处罚
0,国家重点、非重点保护野生动物出省运输许可
1,"你单位鹤岗市金钥匙房地产经纪服务有限公司在为北京市房山区长沟镇镇区改造一期B地块项目3-7#公共服务设施楼（位于房山区长沟镇镇区改造一期B地块，目前正在施工，未办理竣工验收手续）提供分销服务过程中，在该项目开发建设单位北京创展房地产开发有限公司未取得《北京市商品房预售许可证》的情况下，于2018年4月19日带看,促成北京创展房地产开发有限公司于2018年4月20日与购房人签订了关于北京市房山区长沟镇镇区改造一期B地块项目3-7#公共服务设施楼1单元302号房屋的《选房确认书》，于2018年4月25日与购房人签订上述房屋的《房屋转让合同》。经进一步调查，北京创展房地产开发有限公司至今尚未取得3-7#公共服务设施楼《北京市商品房预售许可证》。依据《城市商品房预售管理办法》第六条第二款的规定，未取得《商品房预售许可证》的，不得进行商品房预售。北京市房山区长沟镇镇区改造一期B地块项目3-7#公共服务设施楼1单元302号房屋未取得《商品房预售许可证》前属于禁止交易房屋。你单位的行为已构成为禁止交易房屋提供经纪服务。
"
1,"2018年10月16日生产的任务单编号为2018-07739的C35P6混凝土中砂2计量第一盘偏差21.6%，中砂2第六盘计量偏差19.5%，整车计量偏差3.2%，计量偏差大于±3%，违反了《预拌混凝土质量管理规程》(DB11/385-2011)第7.1.4条的规定，该车混凝土方量为18立方米，根据《北京市预拌混凝土买卖合同》, C35P6混凝土合同单价为每立方米370元，该批次混凝土的合同价款为6660元，直接负责的主管人员为刘印才，其他直接责任人员为郭志恒、崔士杰、陈俊涛和杨根区，没有其他直接负责人员，属于不按照施工技术标准施工
"
1,"在地铁19号线一期工程土建施工03段中，违反规定使用零散民工（韩阳、刘龙）
"
0,销售或者在经营活动中使用未取得生产许可证的列入目录产品行为的处罚
0,对取得生产许可证的企业名称发生变化，未依照规定办理变更手续逾期未办理行为的处罚
0,对农产品批发市场中违法销售的农产品和农产品销售者的处罚。
1,"你单位未按照规定进行施工监测的行为，导致基坑的监测项目存在缺项，基坑支护结构的安全状态和周边环境受影响的程度得不到及时、全面的反映，存在安全事故隐患。   
"
1,"-04-SS-JG-078A）要求，该部位墙厚应为400mm。依据《混凝土结构工程施工质量验收规范》（GB 50204-2015）表8.3.2要求，墙截面尺寸允许偏差为“+10，-5mm”，该混凝土尺寸偏差已达到-10mm，超过了规范要求，该混凝土分项工程验收结论应为不合格。执法人员现场调取的，编号为01050300C800200001的《混凝土分项工程质量验收记录表》，“部位/区段”为“车站主体结构B-C轴/9-11轴1号安全出口边墙及顶板”，“监理（建设）单位验收结论”为“检验批验收合格”，该《混凝土分项工程质量验收记录表》的监理验收结论为“……，验收合格”，专业监理工程师高阳已于2017年6月25日签字确认。车站主体结构B-C轴/9-11轴1号安全出口边墙及顶板包含大红门站1号安全口南边墙，根据上述《混凝土分项工程质量验收记录表》，车站主体结构B-C轴/9-11轴1号安全出口边墙及顶板属于混凝土分项工程。
"
1,"你单位北京美安居科技有限公司在为北京市房山区长沟镇镇区改造一期B地块项目3-5#公共服务设施楼（位于房山区长沟镇镇区改造一期B地块，目前正在施工，未办理竣工验收手续）提供分销服务过程中，在该项目开发建设单位北京创展房地产开发有限公司未取得《北京市商品房预售许可证》的情况下，于2018年4月25日带看,促成北京创展房地产开发有限公司于2018年4月25日与购房人签订了关于北京市房山区长沟镇镇区改造一期B地块项目3-5#公共服务设施楼2单元102号房屋的《选房确认书》以及《房屋转让合同》。经进一步调查，北京创展房地产开发有限公司至今尚未取得3-5#公共服务设施楼《北京市商品房预售许可证》。依据《城市商品房预售管理办法》第六条第二款的规定，未取得《商品房预售许可证》的，不得进行商品房预售。北京市房山区长沟镇镇区改造一期B地块项目3-5#公共服务设施楼2单元102号房屋未取得《商品房预售许可证》前属于禁止交易房屋。你单位的行为已构成为禁止交易房屋提供经纪服务。
"
0,对酒类经营者未按规定储运酒类商品的处罚
1,"根据调查，本案北京富华鑫晟路桥建设有限公司的违法行为造成了2项安全隐患，未违反规范强制性条文，未造成安全事故。上述问题发现后，北京富华鑫晟路桥建设有限公司对相关问题进行了整改，2018年9月14日整改完成并提交了整改报告，经监理单位复查，整改后符合规范要求。2018年9月20日，本案所涉的围护桩工程已全部施工完成，相关安全隐患已经消除。
"
1,"在位于朝阳区北土城东路惠忠庵的2号住宅楼等3项施工过程中存在以下问题：2#楼结构内暗敷设焊接钢管，管路连接采用套管焊接，规格为32mm的套管长度现场实测为56mm，按照《1kV及以下配线工程施工与验收规范》（GB50575-2010）第4.2.4.2条要求，套管长度应不小于被套管外径的2.2倍，即70.4mm。上述施工单位在施工过程中偷工减料
"
0,对向无购买许可证、备案证明的单位、个人销售易制毒化学品的处罚
0,对将验收不合格的房屋交付使用，情节严重的处罚
0,对家用汽车产品没有中文的产品合格证或相关证明以及产品使用说明书、三包凭证、维修保养手册等随车文件的处罚
1,"通过2018年6月6日对9＃住宅楼等14项（大兴区庞各庄2号地棚户区改造安置房项目）工程进行现场检查和2018年6月15日对当事人北京城建集团有限责任公司的委托代理人周鹤的询问，以及调取有关资料，查明该工程位于大兴区庞各庄镇，建设单位为北京市大兴区住房保障事务中心，监理单位为北京建工京精大房工程建设监理公司，施工单位为北京城建集团有限责任公司。施工单位北京城建集团有限责任公司在施工中存在以下问题：1、基坑已经开挖至9.5米，只设置一处人员上下坡道，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.2.8条“开挖深度超过2m的，必须在边沿处设立两道防护栏杆”的要求。2、9#住宅楼东南侧深基坑临边未设置防护栏杆，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.7.1条“临边应连续设置两道防护栏杆，高度不低于1.2m，并设置密目式安全立网封闭严密”的要求。3、1号配电室总配电柜内一回路的绿/黄双色芯线用作N线，不符合《施工现场临时用电安全技术规范》JGJ46-2005第7.2.1条第二款“五芯电缆必须包含淡蓝、绿/黄二种颜色绝缘芯线。淡蓝色芯线必须用作N线；绿/黄双色芯线必须用作PE线，严禁混用”强制性条文的要求。认定北京城建集团有限责任公司未严格按照建筑业安全作业标准进行施工，造成事故隐患，情节严重；违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
1,"经2018年12月21日立案调查查明，你单位在没有经委托人书面同意的情况下，在安居客网站（https://beijing.anjuke.com/prop/view/A1507797092?from=ordinary-saleMetro-salesxq&spread=commsearch_p&ab=expclick-AJKERSHOUFANG_101_sortboost_desc&position=6&kwtype=ordinary&now_time=1543367105）上擅自对外发布了一条名称为“国风长安（新房）世贸精装呈现，地铁八宝山，西四环，首付150”的出售房源信息。
"
1,"2018年7月17日执法检查中，执法人员发现谭英涉嫌在北京地铁16号线工程土建施工10合同段中不履行注册建造师义务，涉嫌违反了《注册建造师管理规定》第二十五条第（一）项、第二十六条第（一）项的规定，需进一步调查核实。
"
0,对其他出版单位配合本版出版物出版音像制品，其名称与本版出版物不一致或者单独定价销售的等行为的处罚
1,"北京市住房和城乡建设委员会执法人员于2018年5月23日对位于丰台区的北京地铁8号线三期工程土建施工09合同段进行了检查，发现由中铁十一局集团有限公司施工的北京地铁8号线三期工程土建施工09合同段大红门站存在下述问题：大红门站1号安全口南边墙中部，边墙厚度有2.4m范围墙厚实测平均墙厚为390mm，最薄处为383mm。根据设计图纸（图纸编号：BJM8III-03-09-02-04-SS-JG-078A）要求，该部位墙厚应为400mm。检查时，该部位边墙上部结构柱已施工完成。中铁十一局集团有限公司的行为属于不按照工程设计图纸施工。中铁十一局集团有限公司对以上问题予以承认，并认为出现上述情况的原因是现场技术作业人员疏忽。问题发生后，中铁十一局集团有限公司对上述问题进行了整改，经设计单位证明，上述问题未造成质量事故。对上述问题，中铁十一局集团有限公司直接负责的主管人员是杨燕青，无其他直接责任人员，以上问题涉及的分项工程合同价款为322782元。
"
1,"经北京市住房和城乡建设委员会的执法人员2018年7月10日对位于海淀小月河东侧的京昌路楔形绿地棚户区改造回迁安置房、幼儿园项目（一标段）进行现场检查和2018年7月19日对北京城建五建设集团有限公司的委托代理人胡寒玉的询问调查，以及调取有关资料，查明：该工程由北京小月河科技园有限责任公司建设，北京国金管理咨询有限公司监理，北京城建五建设集团有限公司总承包施工，该工程基坑支护工程的施工单位是北京城建五建设集团有限公司，该工程的基坑支护工程于2017年5月21日进场施工。现场检查时，该工程基坑的开挖和支护施工均已经完毕，结构底板也已完成，基坑尚未进行回填。该工程的基坑开挖深度：楼座部分为-16.37米，车库部分为-16.2米，采用的是支护桩加锚杆的锚拉式结构支护形式，基坑支护结构安全等级为一级。
"
1,"认定你单位的上述行为违反了《危险性较大的分部分项工程安全管理规定》第十八条的规定，违法事实清楚，证据确实、充分。
"
1,"你单位劳务分包施工的位于海淀小月河东侧的京昌路楔形绿地棚户区改造回迁安置房、幼儿园项目（一标段），施工现场存在以下问题：该工程分包单位定州市蓝宇建筑工程有限公司在施工现场劳务作业人员100名，未配备专职安全员，不符合《建筑施工企业安全生产管理机构设置及专职安全生产管理人员配备办法》第十四条第（二）款的规定；存在未按照规定配备安全生产管理人员
"
0,对在车站、码头、机场、商店和影视厅、歌舞厅等公共场所播放或以其他方式违法传播卫星传送境外电视节目等的处罚
0,对生产、销售不合格的消防产品或者国家明令淘汰的消防产品的处罚
0,对医疗卫生机构未经批准擅自从事职业健康检查、职业病诊断的处罚
0,对受让或者租借旅行社业务经营许可证的处罚
1,"    中科自创建筑工程有限公司的行为已经违反了《建设工程质量管理条例》第二十五条第二款的规定，违法事实清楚，证据确实、充分。中科自创建筑工程有限公司在该项目上的直接负责的主管人员是杨忠元，无其他责任人。中科自创建筑工程有限公司的该行为没有取得任何违法所得。中科自创建筑工程有限公司及相关责任人杨忠元对以上事实予以承认，无陈述、申辩意见。该工程未发生质量安全事故。本案无从轻或从重情节。
"
0,对违反一、二、三级保护野生药材物种经营管理规定的处罚
0,对酒类经营者采购酒类商品商品时未建立酒类经营购销台账的处罚
1,"施工的北京新机场西塔台消防喷淋工程18层电梯前室，未在系统试压和冲洗合格后就安装喷头，属在施工过程中有不按照施工技术标准施工的行为。不符合《自动喷水灭火系统施工及验收规范》(GB50261-2017)第5.2.1条的规定。
"
1,"现场检查时，北京中兵岩土工程有限公司未对该工程基坑A-K/1-2轴、A-C/3轴、A-B/9-10轴、Q-U/27轴、V-X/17-19轴的支护桩内力即挡土构件内力进行监测，不符合《建筑基坑支护技术规程》（JGJ120-2012）第8.2.1条中表8.2.1《基坑监测项目选择》中的要求。   
"
1,"北京市住房和城乡建设委员会现场检查时，该工程机电工程专业分包单位信邦建设工程有限公司执行经理屈飞在现场。
"
0,对眼镜制配者使用非法定计量单位，使用国务院规定废除的非法定计量单位的计量器具和国务院禁止使用的其他计量器具的处罚
0,防治污染物设施拆除或者闲置审批
1,"中国建筑第二工程局有限公司的上述行为属于未严格按照建筑业安全作业规程或者标准进行施工，造成事故隐患的行为，违反了《北京市建设工程施工现场管理办法》第十三条第一款的规定，存在3项安全隐患，其中1项违反强制性条文，情节严重。案件调查过程中，中国建筑第二工程局有限公司积极配合行政机关执法工作，主动采取措施改正违法行为，进行施工现场整改消除了安全隐患。
"
0,对非法出售现行司法、军、警及其他行政执法机关的专用服装标志的处罚
1,"       2018年08月14日向当事人睢县新生建设劳务有限公司及该公司在该件事上直接负责的主管人员王建党送达了《行政处罚事先/听证告知书京建法罚（市）字[2018]第140048号》、《行政处罚(事先/听证)告知书 京建法罚（市）字[2018]第140048-1号》。截止2018年08月17日 ，当事人未提出听证要求。
"
0,基层法律服务所设立、变更、撤销、核准登记
0,对未取得食品生产经营许可从事食品生产经营活动，或者未取得食品添加剂生产许可从事食品添加剂生产活动，明知从事前款规定的违法行为，仍为其提供生产经营场所或者其他条件的处罚
0,对禁止吸烟场所所在单位对吸烟管理不力的处罚
1,"2018年8月15日北京市住房和城乡建设委员会对位于北七家镇的14-1#楼等2项（昌平区北七家镇HQL-02等地块F1住宅混合公建、A33基础教育、U17邮政设施、R2二类居住、F81绿隔产业用地（配建限价商品住房）项目）工程进行专项执法检查，经本机关立案调查，查明你单位存在以下违法事实：线槽安装全长超过30米，终点端与每隔20-30米未与保护干线相连接，不符合《1KV及以下配线工程施工与验收规范》（GB50575-2010）第4.5.4条第6款的规定，上述行为属于未按照施工技术标准施工的行为。你单位北京市长建燕城建筑工程有限公司对于上述行为无进一步陈述、申辩意见，对上述违法事实予以承认。该工程供电干线子分部的合同价款为556859.49元。
"
0,对生产、经营假、劣种子的处罚
0,对网络食品交易第三方平台提供者对入网食品经营者进行实名登记、审查许可证，或者未履行报告、停止提供网络交易平台服务等义务的处罚
0,对传销行为提供经营场所、培训场所、货源、保管、仓储等条件，以及提供互联网信息服务的处罚
1,"北京市住房和城乡建设委员会对红旗渠建设集团有限公司总承包施工的47-01#商品住宅楼、47-05#商品住宅楼、47-06#商品住宅楼（丰台区长辛店张郭庄地区（原丰台长辛店生态城一期（北区）B地块）二类居住、托幼及商业金融用地（配建“限价商品住房”）项目）工程进行了专项执法检查，并于2018年9月7日对精装修分包施工单位北京市金龙腾装饰股份有限公司未严格按照建筑业安全作业标准进行施工，造成事故隐患的行为进行了立案调查。通过2018年9月6日的现场检查和2018年9月10日对当事人北京市金龙腾装饰股份有限公司的委托代理人侯俊斌进行询问，以及调取有关资料，查明该工程位于丰台区长辛店张郭庄，由北京金隅房地置业有限公司建设、红旗渠建设集团有限公司总承包施工、北京建拓工程管理有限公司监理，北京市金龙腾装饰股份有限公司为精装修工程分包单位。现场检查时47-01#商品住宅楼、47-05#商品住宅楼、47-06#商品住宅楼（丰台区长辛店张郭庄地区（原丰台长辛店生态城一期（北区）B地块）二类居住、托幼及商业金融用地（配建“限价商品住房”）项目）工程正在进行装饰装修和机电施工，北京市金龙腾装饰股份有限公司在施工过程中存在以下问题：1、47-01#商品住宅楼首层电缆线路沿地面明设，未采取有效保护措施，不符合《施工现场临时用电安全技术规范》（JGJ46-2005）第7.2.3条的规定；2、47-01#商品住宅楼1单元出入口施工人员未佩戴安全帽，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.1.6条的规定；3、47-01#商品住宅楼1单元首层短边长度超过1.5m的孔洞，未设置防护栏杆，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.6.2条的规定；4、47-01#商品住宅楼1单元二层楼梯未安装正式防护栏杆，也未搭设防护栏杆，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.7.2条的规定。北京市金龙腾装饰股份有限公司以上行为属于未严格按照建筑业安全作业标准进行施工，造成事故隐患的行为，违法行为情节严重，违法事实清楚，证据确实、充分，当事人对以上事实予以承认。北京市金龙腾装饰股份有限公司积极整改上述问题，未造成安全事故。
"
1,"    通过2018年11月6日对北京筑基兴业建设工程有限公司的委托代理人王刚的询问以及调取有关资料，查明，北京新机场工作区工程（市政交通）-道桥及管网工程GZQ-DQJGW-SG-007标段基坑支护工程最大深度为11.6米，该基坑支护工程的分包单位北京筑基兴业建设工程有限公司。依据《注册建造师执业工程规模标准》的规定，该基坑支护工程的项目负责人应为一级注册建造师，北京筑基兴业建设工程有限公司在该基坑支护工程中使用了不具备相应注册执业资格的人员，其项目经理为戴志国，戴志国是二级注册建造师，其证书编号是“京211060910833”。北京筑基兴业建设工程有限公司的行为已经违反了《北京市建设工程质量条例》第二十一条的规定，属于使用不具备相应注册执业资格人员的行为，北京筑基兴业建设工程有限公司及法定代表人杜林对以上事实予以承认。北京筑基兴业建设工程有限公司直接负责的主管人员是王刚，没有其他直接责任人员。北京市住房和城乡建设委员会已告知当事人享有进一步陈述、申辩及要求听证的权利，截止到法定期限当事人未提出进一步陈述、申辩意见，也未提出听
"
0,对伪造、盗用、倒卖强制检定印、证的处罚
1,"2018年4月12日，北京市政路桥股份有限公司作为位于北京市朝阳区的北京地铁17号线工程土建施工07合同段总承包施工单位在该工程施工过程中存在以下问题：该工程西坝河站—太阳宫站区间工程，区间1#竖井施工场地的型号为QN10/10t-10.76mA6的桥式起重机，施工作业时该起重机抓斗的起重量限制器的显示器显示数据为乱码，该起重机抓斗的起重量限制器的安全信息显示装置失效，不符合《建筑机械使用安全技术规程》（JGJ33-2012）第2.0.3条(强制性条文)的规定。上述行为是属于未严格按照建筑业安全作业规程进行施工的行为，可能造成施工现场安全生产事故，且情节严重。北京市政路桥股份有限公司对此予以承认，并认为是由于现场管理疏忽，管理人员责任心不强所致。北京市政路桥股份有限公司对执法检查中发现的问题进行了积极整改并组织了问题分析会，对相关责任人进行了批评和安全教育，制定了整改计划和措施。此次违法行为没有造成安全生产事故。
"
1,"北京中兵岩土工程有限公司的上述行为属于未严格按照建筑业安全作业规程进行施工，造成事故隐患的行为，违反了《北京市建设工程施工现场管理办法》第十三条第一款的规定，存在2项安全隐患，不存在违反强制性条文的安全隐患。
"
0,对危险化学品经营企业向未经许可违法从事危险化学品生产、经营活动的企业采购危险化学品的处罚
0,对知道或者应当知道属于假劣药品而为其提供运输、保管、仓储等便利条件的处罚
1,"北京市住房和城乡建设委员会通过2018年4月18日对中国建筑第八工程局有限公司施工的6018-1#住宅楼等8项（门头沟区永定镇MC00-0017-6018、6020地块R2二类居住用地（门头沟S1线区域组团03地块北部二期用地）项目）进行现场检查及批准立案调查和2018年4月28日对当事人中国建筑第八工程局有限公司的委托代理人刘圣权的询问，以及调取有关资料，查明6018-1#住宅楼等8项（门头沟区永定镇MC00-0017-6018、6020地块R2二类居住用地（门头沟S1线区域组团03地块北部二期用地）项目）位于门头沟区永定镇，建设单位为北京绿城中交房地产开发有限公司，监理单位为北京赛瑞斯国际工程咨询有限公司，施工总承包单位为中国建筑第八工程局有限公司。该工程建筑面积为71501.55平方米，现场检查时正在进行二次结构施工，登记编号为京HR-S38654施工升降机和登记编号为京HR-S44635施工升降机用于该工程二次结构施工。2018年4月18日现场检查时，登记编号为京HR-S38654施工升降机司机王小云和登记编号为京HR-S44635施工升降机司机梁淑兰无特种作业操作资格证书，施工起重机械运行记录显示王小云、梁淑兰二人在2018年3月、4月均作为施工升降机司机从事特种作业操作，经调查，项目经理刘圣权确认未审核作业司机王小云、梁淑兰的特种作业操作资格证书。认定中国建筑第八工程局有限公司未审核特种作业人员的特种作业操作资格证书，违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
1,"施工的商业金融（石景山区银河商务区K地块C2商业金融项目）17~21层AB塔连廊钢结构连廊工程，现场检查发现：A、B座17层连廊钢结构二级焊缝表面存在焊瘤、气孔、夹渣问题，不符合《钢结构工程施工质量验收规范》（GB50205-2001）5.2.6条规定。钢结构专业分包单位华诚博远建筑工程有限公司在施工过程中有不按照施工技术标准施工
"
1,"经过北京市住房和城乡建设委员会于2018年5月2日对位于北京市大兴区的田园路、纵二路道路、给水、排水、再生水、电力、燃气工程进行执法检查和2018年6月29日对当事人北京市建华公路工程有限公司及你本人进行询问，以及调取有关资料，现已查明你是田园路、纵二路道路、给水、排水、再生水、电力、燃气工程的项目经理，是北京市建华公路工程有限公司该工程直接负责的主管人员，你单位北京市建华公路工程有限公司由于质量管理方面存在疏漏，将该工程2017年4月8日进入施工现场的600米钢筋混凝土排水管（柔性接头企口管）RCPⅡ1800×180×2500建筑构配件未检验即用于该工程Ya21-Ya29及Ya23、Ya28支线部位排水管线管道铺设，未造成质量事故。你单位该行为属于施工单位在施工中未对建筑构配件进行检验，未造成质量事故的行为。
"
0,对俱乐部、车友会、协会以及其他召集旅游者的单位和个人，未取得旅行社业务经营许可，从事旅行社业务的处罚
1,"通过2018年12月26日对当事人中标集团总包建设有限公司的委托代理人王博的询问，以及调取有关资料，查明：6B#住宅楼（龙之湾嘉园6号楼改建工程项目）工程悬挑式钢管脚手架高度为19.6米，悬挑钢梁设置在地上二层，用于主体结构及后续装修工程施工。2018年12月4日现场检查时，该工程悬挑式钢管脚手架仍在使用期间。按照《住房城乡建设部办公厅关于实施有关问题的通知》（建办质[2018]31号）附件1第四条第三款的规定，该悬挑式钢管脚手架属于危险性较大的分部分项工程。施工单位中标集团总包建设有限公司编制了专项施工方案《脚手架施工方案》（资料编号：00-00-C1-009），并于2017年6月7日分别通过施工单位中标集团总包建设有限公司技术负责人审批及监理单位北京北辰工程建设监理有限公司总监工程师审核，并且加盖了施工单位公章和总监理工程师的执业印章。施工单位中标集团总包建设有限公司的上述行为可能会造成悬挑式钢管脚手架整体失稳发生坍塌事故，属于未严格按照专项施工方案组织施工的行为，涉嫌违反了《危险性较大的分部分项工程安全管理规定》第十六条第一款的规定。6B#住宅楼（龙之湾嘉园6号楼改建工程项目）工程建设单位为北京英才房地产开发有限公司，监理单位为北京北辰工程建设监理有限公司，总承包施工单位为中标集团总包建设有限公司。该工程建筑面积为15090.49平方米，地下2层，地上6层，于2017年3月23日开工建设，目前主体结构已封顶，正在进行二次结构施工。施工许可证中6B#住宅楼（龙之湾嘉园6号楼改建工程项目）工程与龙之湾项目、龙之湾嘉园6号楼改建工程为同一工程。6B#住宅楼（龙之湾嘉园6号楼改建工程项目）工程施工单位直接负责的主管人员是王博，项目安全总监王红亮为其他直接责任人员。中标集团总包建设有限公司和王博、王红亮积极配合行政机关的执法工作，对上述问题及时进行整改。认定中标集团总包建设有限公司在施工过程中有未严格按照专项施工方案组织施工的行为，违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
0,对制作、传播计算机病毒传播计算机病毒的；向他人提供含有计算机病毒的文件、软件、媒体；销售、出租、附赠含有计算机病毒的媒体的处罚
0,对无有效健康证明的，未公示许可证、登记卡、健康证明、食品添加剂使用情况的，给予警告后拒不改正的处罚
1,"2018年6月13日北京市住房和城乡建设委员会对你单位施工的位于延庆区延庆镇百泉路的世园村A地块项目精装修工程进行了专项执法检查，经本机关立案调查，查明你单位存在以下违法事实：4#楼首层楼道内精装修吊顶工程使用材料为阻燃胶合板，该材料属于人造木板，材料于2018年5月20日进场，进场数量为1000张。按照《建筑装饰装修工程质量验收规范》（GB50210-2001）第6.1.3条的规定：“吊顶工程应对人造木板的甲醛释放量进行复验。”实际材料进场后，施工单位未对阻燃胶合板（人造木板）的甲醛释放量进行复验，违反了《建筑装饰装修工程质量验收规范》（GB50210-2001）第6.1.3条的规定。施工单位上述行为属于未按照施工技术标准对建筑材料进行检验的行为。
"
1,"该工程施工总承包单位为中铁十四局集团有限公司。该工程于2017年8月29日开工建设。针对上述违法事实，施工总承包单位已履行相应管理责任，当事人对上述违法事实予以承认。
"
0,对经纪人在经纪合同中未附有执行该项经纪合同业务的经纪执业人员的签名；未按规定将聘用的经纪执业人员的情况在经营场所明示；向工商行政管理机关提交或在经营场所明示虚假经纪执业人员材料的处罚
1,"在北京地铁12号线工程土建施工04合同段中，违反规定使用两名零散民工（汤友安、柯昌财）
"
